Date,Description,Amount,Transaction Type,Category,Account Name
04/14/2018,Grocery Store,131.02,debit,Home Improvement,Checking
08/04/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
04/24/2018,Power Company,3.14,debit,Shopping,Platinum Card
03/04/2019,Biweekly Paycheck,1384.94,debit,Paycheck,Checking
08/30/2018,Spotify,190.45,debit,Fast Food,Platinum Card
06/26/2018,Movie Theater,200.73,debit,Electronics & Software,Checking
07/18/2018,Biweekly Paycheck,947.82,credit,Paycheck,Checking
06/04/2018,Grocery Store,1.75,debit,Alcohol & Bars,Platinum Card
04/27/2019,Power Company,62.73,debit,Alcohol & Bars,Platinum Card
01/24/2019,Irish Restaurant,136.28,debit,Groceries,Silver Card
10/23/2018,Mortgage Payment,190.74,debit,Alcohol & Bars,Platinum Card
01/03/2019,Mediterranean Restaurant,198.55,debit,Shopping,Platinum Card
01/21/2019,Grocery Store,1.75,debit,Restaurants,Checking
01/05/2019,Spotify,1.75,debit,Utilities,Platinum Card
05/15/2018,Phone Company,1.75,debit,Mobile Phone,Silver Card
01/21/2019,Internet Service Provider,1.75,credit,Utilities,Checking
04/06/2018,Grocery Store,145.75,debit,Internet,Checking
11/26/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
06/03/2018,Spotify,128.18,debit,Restaurants,Platinum Card
12/17/2018,Amazon,1.75,debit,Restaurants,Platinum Card
07/01/2018,Grocery Store,183.02,debit,Restaurants,Platinum Card
07/15/2018,Best Buy,195.64,debit,Gas & Fuel,Platinum Card
07/30/2019,Biweekly Paycheck,967.1,credit,Credit Card Payment,Checking
04/24/2018,City Water Charges,955.75,debit,Credit Card Payment,Platinum Card
01/21/2019,Biweekly Paycheck,945.97,credit,Paycheck,Checking
07/04/2018,Biweekly Paycheck,31.77,debit,Movies & DVDs,Platinum Card
01/03/2018,German Restaurant,152.56,debit,Restaurants,Checking
05/18/2018,American Tavern,11.99,debit,Mortgage & Rent,Platinum Card
03/19/2019,Biweekly Paycheck,612.47,credit,Credit Card Payment,Checking
05/19/2018,Brewing Company,1.75,debit,Restaurants,Silver Card
12/06/2018,Biweekly Paycheck,2203.81,credit,Paycheck,Checking
09/02/2018,BP,57.61,debit,Restaurants,Checking
05/21/2018,Irish Pub,197.87,debit,Alcohol & Bars,Silver Card
11/29/2018,Biweekly Paycheck,3352.36,credit,Paycheck,Checking
01/08/2018,Hawaiian Grill,182.54,debit,Mortgage & Rent,Silver Card
04/06/2018,Amazon,192.75,debit,Haircut,Platinum Card
01/21/2019,Biweekly Paycheck,1952.34,debit,Home Improvement,Checking
07/14/2018,Credit Card Payment,183.73,debit,Haircut,Checking
07/15/2018,Tiny Deli,1.75,debit,Restaurants,Platinum Card
04/04/2018,Amazon Video,3280.06,debit,Credit Card Payment,Platinum Card
05/15/2018,Tiny Deli,198.43,debit,Food & Dining,Platinum Card
11/10/2018,Gas Company,1.75,debit,Music,Platinum Card
06/01/2018,Mortgage Payment,196.77,debit,Restaurants,Platinum Card
04/13/2018,Chick-Fil-A,180.51,debit,Restaurants,Platinum Card
01/01/2018,Conoco,178.9,debit,Restaurants,Platinum Card
06/28/2018,Credit Card Payment,1.75,credit,Credit Card Payment,Checking
07/10/2018,Brewing Company,1.75,debit,Restaurants,Silver Card
05/09/2018,Hawaiian Grill,9.47,debit,Fast Food,Platinum Card
05/01/2018,American Tavern,63.25,debit,Shopping,Platinum Card
07/02/2018,German Restaurant,183.9,debit,Haircut,Checking
01/03/2019,Biweekly Paycheck,3066.29,credit,Credit Card Payment,Checking
06/09/2018,Credit Card Payment,1570.88,credit,Paycheck,Platinum Card
01/22/2018,Netflix,1.75,debit,Utilities,Platinum Card
01/08/2018,Valero,157.67,debit,Restaurants,Platinum Card
01/25/2019,Internet Service Provider,6.03,debit,Utilities,Platinum Card
03/23/2019,Biweekly Paycheck,1.75,credit,Credit Card Payment,Platinum Card
03/12/2019,QuikTrip,160.85,debit,Utilities,Checking
08/27/2018,Shell,64.23,debit,Movies & DVDs,Platinum Card
02/20/2018,Fancy Restaurant,195.27,debit,Restaurants,Platinum Card
04/12/2018,Thai Restaurant,1.75,debit,Utilities,Silver Card
04/04/2018,Biweekly Paycheck,487.02,debit,Credit Card Payment,Checking
07/14/2018,Power Company,64.77,debit,Shopping,Platinum Card
07/09/2018,QuikTrip,1.75,debit,Groceries,Silver Card
01/03/2019,Credit Card Payment,174.61,debit,Credit Card Payment,Platinum Card
01/16/2018,Shell,172.92,debit,Restaurants,Platinum Card
08/27/2018,Grocery Store,1.75,debit,Gas & Fuel,Silver Card
08/01/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
02/27/2019,City Water Charges,174.11,debit,Credit Card Payment,Checking
05/24/2018,Biweekly Paycheck,118.11,debit,Auto Insurance,Platinum Card
04/18/2019,Starbucks,160.57,debit,Alcohol & Bars,Platinum Card
10/27/2018,Brewing Company,27.46,debit,Home Improvement,Platinum Card
06/28/2018,Phone Company,1.75,debit,Shopping,Platinum Card
01/21/2019,Greek Restaurant,199.08,debit,Food & Dining,Platinum Card
03/08/2018,Grocery Store,1.75,debit,Restaurants,Silver Card
02/07/2019,Credit Card Payment,3285.22,credit,Credit Card Payment,Checking
11/23/2018,Barbershop,177.69,debit,Restaurants,Checking
08/18/2018,Grocery Store,1.75,debit,Alcohol & Bars,Platinum Card
02/03/2018,Biweekly Paycheck,1.75,credit,Credit Card Payment,Checking
11/09/2018,Mortgage Payment,54.33,debit,Paycheck,Platinum Card
05/18/2018,Credit Card Payment,967.99,credit,Credit Card Payment,Checking
02/27/2018,City Water Charges,9.88,debit,Home Improvement,Platinum Card
01/05/2019,BP,186.75,debit,Groceries,Silver Card
06/18/2018,American Tavern,1.75,debit,Fast Food,Silver Card
04/29/2018,Grocery Store,1.75,debit,Groceries,Platinum Card
06/26/2018,Roadside Diner,1.75,debit,Auto Insurance,Checking
02/14/2018,BP,695.86,debit,Gas & Fuel,Silver Card
01/04/2019,Brewing Company,167.46,debit,Internet,Checking
01/05/2019,Shell,855.84,credit,Paycheck,Checking
04/01/2018,Valero,119.13,debit,Groceries,Platinum Card
12/08/2018,Mortgage Payment,189.53,debit,Groceries,Platinum Card
05/05/2018,Credit Card Payment,169.6,debit,Shopping,Platinum Card
05/01/2018,Internet Service Provider,849.96,debit,Paycheck,Platinum Card
09/02/2018,Phone Company,1.75,debit,Restaurants,Platinum Card
01/14/2019,Irish Pub,156.28,debit,Utilities,Checking
10/17/2018,Best Buy,33.18,debit,Groceries,Platinum Card
06/14/2018,Internet Service Provider,139.93,debit,Mobile Phone,Platinum Card
06/02/2018,Grocery Store,36.31,debit,Alcohol & Bars,Platinum Card
05/28/2019,Movie Theater,185.06,debit,Utilities,Silver Card
04/02/2018,Bojangles,200.33,debit,Gas & Fuel,Checking
03/18/2019,Spotify,163.25,debit,Gas & Fuel,Platinum Card
05/12/2018,Amazon,169.11,debit,Restaurants,Platinum Card
02/26/2018,Shell,167.28,debit,Music,Checking
11/12/2018,Japanese Restaurant,1.75,debit,Gas & Fuel,Platinum Card
04/18/2019,Credit Card Payment,427.46,debit,Credit Card Payment,Checking
05/15/2018,Biweekly Paycheck,936.84,credit,Paycheck,Checking
05/30/2019,Gas Station,194.75,debit,Food & Dining,Silver Card
07/01/2019,Credit Card Payment,2187.24,debit,Credit Card Payment,Checking
01/16/2019,State Farm,186.7,debit,Restaurants,Platinum Card
12/11/2018,Biweekly Paycheck,1.75,debit,Gas & Fuel,Checking
06/21/2018,Amazon,192.31,debit,Groceries,Platinum Card
03/20/2018,City Water Charges,200.28,debit,Groceries,Platinum Card
02/16/2018,Circle K,116.32,debit,Shopping,Silver Card
08/21/2018,Biweekly Paycheck,3351.71,credit,Paycheck,Checking
01/05/2019,QuikTrip,177.72,debit,Electronics & Software,Platinum Card
10/17/2018,Grocery Store,52.22,debit,Shopping,Silver Card
05/02/2018,Conoco,196.87,debit,Auto Insurance,Silver Card
01/24/2019,Amazon,3176.52,debit,Alcohol & Bars,Checking
06/10/2018,Fancy Restaurant,187.24,debit,Restaurants,Silver Card
01/15/2018,Amazon,1.75,debit,Restaurants,Platinum Card
05/13/2019,Amazon,1.75,debit,Gas & Fuel,Platinum Card
11/23/2018,Credit Card Payment,1938.18,credit,Credit Card Payment,Checking
05/02/2018,Grocery Store,1.75,debit,Groceries,Platinum Card
07/30/2019,Barbershop,3193.11,credit,Credit Card Payment,Silver Card
05/21/2018,Phone Company,2226.45,debit,Restaurants,Platinum Card
08/04/2018,Hardware Store,1.75,debit,Restaurants,Silver Card
05/10/2019,Grocery Store,120.41,debit,Shopping,Platinum Card
05/01/2018,Netflix,189.66,debit,Restaurants,Platinum Card
08/31/2018,Biweekly Paycheck,190.12,debit,Groceries,Platinum Card
06/21/2018,Japanese Restaurant,176.68,debit,Credit Card Payment,Silver Card
01/31/2019,Biweekly Paycheck,1597.12,credit,Paycheck,Checking
07/11/2018,Credit Card Payment,91.77,credit,Credit Card Payment,Platinum Card
01/14/2019,Biweekly Paycheck,94.23,debit,Restaurants,Checking
02/26/2018,Movie Theater,125.05,debit,Restaurants,Silver Card
09/02/2018,Brewing Company,160.44,debit,Restaurants,Platinum Card
07/14/2018,Internet Service Provider,1.75,debit,Groceries,Silver Card
04/30/2019,Mortgage Payment,199.99,debit,Gas & Fuel,Checking
04/16/2019,Credit Card Payment,2223.68,credit,Paycheck,Checking
10/10/2018,Circle K,1.75,debit,Alcohol & Bars,Silver Card
05/01/2018,QuikTrip,1.75,debit,Gas & Fuel,Platinum Card
10/02/2018,Amazon,1.75,debit,Restaurants,Platinum Card
01/12/2018,Power Company,1.75,debit,Movies & DVDs,Platinum Card
05/28/2018,Brunch Restaurant,191.43,debit,Groceries,Platinum Card
01/21/2019,Power Company,192.09,debit,Auto Insurance,Platinum Card
06/26/2018,Starbucks,1.75,debit,Gas & Fuel,Platinum Card
09/11/2018,Grocery Store,13.8,debit,Gas & Fuel,Platinum Card
10/10/2018,New York Deli,190.89,debit,Gas & Fuel,Silver Card
05/02/2018,Amazon,1034.99,debit,Shopping,Platinum Card
04/21/2018,Credit Card Payment,192.65,debit,Credit Card Payment,Platinum Card
01/13/2018,American Tavern,1.75,debit,Movies & DVDs,Platinum Card
12/04/2018,Vietnamese Restaurant,1.75,debit,Home Improvement,Platinum Card
05/20/2019,Credit Card Payment,1855.45,credit,Credit Card Payment,Checking
04/22/2019,Brewing Company,183.72,debit,Entertainment,Platinum Card
09/02/2018,Mexican Restaurant,78.07,debit,Restaurants,Silver Card
05/15/2018,BP,1.75,debit,Credit Card Payment,Platinum Card
06/10/2018,State Farm,1.75,debit,Shopping,Platinum Card
11/19/2018,Starbucks,1.75,debit,Restaurants,Platinum Card
07/15/2018,Credit Card Payment,1.75,credit,Paycheck,Checking
04/30/2019,BP,187.83,debit,Restaurants,Silver Card
01/24/2019,Credit Card Payment,208.96,debit,Credit Card Payment,Checking
07/30/2019,City Water Charges,134.38,debit,Utilities,Platinum Card
03/20/2019,Biweekly Paycheck,3219.35,credit,Paycheck,Checking
05/25/2019,Amazon,162.87,debit,Home Improvement,Platinum Card
07/04/2018,Greek Restaurant,1.75,debit,Utilities,Silver Card
01/04/2018,Hardware Store,81.76,debit,Groceries,Silver Card
06/01/2018,Credit Card Payment,173.15,debit,Groceries,Silver Card
04/04/2018,Netflix,1.75,debit,Restaurants,Platinum Card
02/04/2018,Phone Company,195.88,debit,Restaurants,Platinum Card
03/05/2019,Biweekly Paycheck,3314.86,credit,Credit Card Payment,Checking
07/09/2018,Grocery Store,134.41,debit,Restaurants,Platinum Card
02/07/2019,Starbucks,179.56,debit,Paycheck,Platinum Card
05/14/2018,Thai Restaurant,150.0,debit,Restaurants,Silver Card
08/20/2018,Target,1.75,debit,Gas & Fuel,Platinum Card
06/26/2018,Hawaiian Grill,1.75,debit,Shopping,Platinum Card
02/05/2018,Hardware Store,1.75,debit,Movies & DVDs,Silver Card
03/05/2018,Fancy Restaurant,196.15,debit,Restaurants,Platinum Card
01/18/2019,Mexican Restaurant,3201.42,credit,Paycheck,Checking
07/09/2018,Brewing Company,1.75,debit,Groceries,Silver Card
01/09/2019,Credit Card Payment,193.54,debit,Credit Card Payment,Checking
02/16/2019,Fancy Restaurant,1.75,credit,Paycheck,Silver Card
01/21/2019,Irish Restaurant,26.37,debit,Music,Platinum Card
03/18/2019,Gas Company,191.72,debit,Movies & DVDs,Checking
04/12/2019,BP,189.04,debit,Utilities,Checking
01/15/2019,Spotify,1.75,debit,Restaurants,Platinum Card
04/23/2018,Best Buy,77.54,debit,Shopping,Platinum Card
06/09/2019,QuikTrip,66.96,debit,Auto Insurance,Checking
01/22/2018,Gas Company,195.26,debit,Restaurants,Platinum Card
07/04/2018,Gas Station,1.75,debit,Coffee Shops,Platinum Card
02/19/2019,Shell,987.33,debit,Home Improvement,Checking
04/27/2018,Biweekly Paycheck,947.0,debit,Utilities,Checking
03/20/2019,Biweekly Paycheck,2660.17,credit,Paycheck,Checking
04/20/2018,Pizza Place,199.04,debit,Gas & Fuel,Silver Card
03/04/2018,Netflix,1.75,debit,Movies & DVDs,Platinum Card
09/12/2019,Biweekly Paycheck,2214.0,credit,Credit Card Payment,Checking
09/20/2018,Netflix,1.75,debit,Restaurants,Platinum Card
05/21/2018,Grocery Store,72.45,debit,Restaurants,Silver Card
07/15/2018,Credit Card Payment,57.31,credit,Credit Card Payment,Checking
02/07/2019,Spotify,2957.33,debit,Paycheck,Platinum Card
01/31/2019,State Farm,200.0,debit,Restaurants,Checking
10/26/2018,Gas Company,79.57,debit,Groceries,Silver Card
09/07/2018,Barbershop,168.17,debit,Restaurants,Silver Card
01/16/2019,Credit Card Payment,105.24,debit,Auto Insurance,Checking
01/21/2019,Credit Card Payment,1.75,credit,Credit Card Payment,Checking
08/27/2018,Spotify,1.75,debit,Fast Food,Platinum Card
02/07/2018,Biweekly Paycheck,194.33,debit,Shopping,Checking
09/11/2018,City Water Charges,1.75,debit,Restaurants,Platinum Card
12/28/2018,Latin Restaurant,1.75,debit,Gas & Fuel,Platinum Card
06/22/2018,Amazon,115.47,debit,Restaurants,Platinum Card
04/16/2018,Shell,46.73,debit,Music,Checking
04/11/2018,Thai Restaurant,200.71,debit,Paycheck,Checking
05/02/2019,Go Mart,503.53,debit,Utilities,Platinum Card
01/21/2019,Barbershop,67.65,debit,Paycheck,Platinum Card
04/20/2018,American Tavern,1.75,debit,Restaurants,Platinum Card
04/19/2019,Credit Card Payment,1.75,debit,Credit Card Payment,Checking
06/08/2018,Amazon,140.24,debit,Haircut,Platinum Card
02/09/2018,Starbucks,1.75,debit,Restaurants,Platinum Card
06/26/2018,Fancy Restaurant,154.17,debit,Music,Platinum Card
10/17/2018,Amazon,1.75,debit,Restaurants,Platinum Card
10/27/2018,Spotify,1.75,debit,Restaurants,Platinum Card
01/10/2019,Grocery Store,169.09,debit,Gas & Fuel,Silver Card
07/09/2018,Vietnamese Restaurant,151.99,debit,Home Improvement,Platinum Card
04/27/2019,Grocery Store,122.17,debit,Coffee Shops,Platinum Card
08/06/2018,Mexican Restaurant,1.75,debit,Restaurants,Silver Card
09/29/2018,Starbucks,130.73,debit,Utilities,Platinum Card
01/14/2019,Biweekly Paycheck,3329.8,credit,Paycheck,Checking
12/18/2018,Power Company,1.75,debit,Shopping,Platinum Card
02/14/2018,Hardware Store,9.58,debit,Groceries,Platinum Card
07/15/2018,Thai Restaurant,87.06,debit,Music,Platinum Card
02/07/2018,Amazon,176.88,debit,Television,Platinum Card
01/05/2019,Spotify,28.81,debit,Restaurants,Checking
11/01/2018,Bakery Place,253.87,debit,Credit Card Payment,Silver Card
04/08/2018,Power Company,1.75,debit,Internet,Platinum Card
04/23/2018,Bakery Place,1.75,debit,Gas & Fuel,Platinum Card
05/18/2018,State Farm,131.59,debit,Restaurants,Silver Card
07/02/2018,Chevron,191.56,debit,Alcohol & Bars,Silver Card
01/24/2019,Grocery Store,185.87,debit,Auto Insurance,Platinum Card
04/23/2018,Hardware Store,1.75,debit,Restaurants,Platinum Card
06/28/2018,Brunch Restaurant,115.03,debit,Mortgage & Rent,Platinum Card
03/18/2019,Biweekly Paycheck,3153.79,credit,Paycheck,Checking
09/27/2018,Biweekly Paycheck,198.67,debit,Paycheck,Checking
01/25/2019,City Water Charges,198.32,debit,Groceries,Checking
01/08/2018,Credit Card Payment,2994.89,credit,Paycheck,Checking
01/13/2018,Power Company,200.22,debit,Internet,Platinum Card
07/09/2018,Sheetz,177.8,debit,Utilities,Checking
04/22/2019,Credit Card Payment,106.5,debit,Credit Card Payment,Checking
07/11/2018,Grocery Store,1.75,debit,Restaurants,Platinum Card
07/18/2019,Hardware Store,1.75,debit,Groceries,Platinum Card
04/16/2019,Bojangles,6.07,debit,Mortgage & Rent,Platinum Card
06/25/2018,Credit Card Payment,114.63,debit,Haircut,Platinum Card
03/12/2018,Biweekly Paycheck,3297.27,credit,Credit Card Payment,Checking
02/14/2018,Biweekly Paycheck,2010.96,credit,Paycheck,Checking
07/08/2018,Power Company,198.38,debit,Gas & Fuel,Platinum Card
05/05/2018,Internet Service Provider,149.02,debit,Home Improvement,Platinum Card
04/16/2019,Mike's Construction Co.,190.1,debit,Movies & DVDs,Silver Card
07/15/2018,Grocery Store,1.75,debit,Music,Platinum Card
05/25/2018,City Water Charges,1.75,debit,Food & Dining,Platinum Card
02/04/2019,Movie Theater,89.86,debit,Paycheck,Platinum Card
01/01/2018,Shell,1.75,debit,Auto Insurance,Platinum Card
01/11/2018,Belgian Restaurant,1.75,debit,Groceries,Platinum Card
05/03/2018,Grocery Store,171.54,debit,Restaurants,Silver Card
08/11/2018,Hardware Store,1051.95,debit,Utilities,Platinum Card
06/04/2019,Grocery Store,197.86,debit,Restaurants,Silver Card
03/05/2019,Biweekly Paycheck,3092.14,credit,Credit Card Payment,Checking
04/08/2018,Biweekly Paycheck,163.55,debit,Paycheck,Platinum Card
09/02/2018,Credit Card Payment,339.12,credit,Credit Card Payment,Silver Card
04/04/2018,Hardware Store,83.74,debit,Paycheck,Platinum Card
03/07/2018,BP,130.93,debit,Restaurants,Platinum Card
04/04/2018,Hardware Store,1.75,debit,Alcohol & Bars,Silver Card
08/04/2018,State Farm,191.4,debit,Restaurants,Platinum Card
06/17/2019,BP,1.75,debit,Haircut,Checking
04/06/2018,German Restaurant,153.04,debit,Gas & Fuel,Platinum Card
08/04/2018,Phone Company,1.75,debit,Gas & Fuel,Platinum Card
12/18/2018,BP,1.75,debit,Utilities,Platinum Card
04/02/2018,State Farm,1.75,debit,Auto Insurance,Platinum Card
10/21/2018,Amazon,1.75,debit,Restaurants,Platinum Card
05/27/2019,Phone Company,198.85,debit,Gas & Fuel,Checking
12/28/2018,Brewing Company,1.75,debit,Credit Card Payment,Platinum Card
02/15/2018,Credit Card Payment,3232.66,credit,Paycheck,Checking
05/13/2019,Biweekly Paycheck,1574.3,credit,Credit Card Payment,Checking
03/23/2019,Italian Restaurant,889.09,debit,Restaurants,Platinum Card
09/11/2018,Amazon,82.72,debit,Shopping,Platinum Card
02/06/2018,Credit Card Payment,2219.46,debit,Paycheck,Checking
04/08/2018,Fancy Restaurant,1.75,debit,Groceries,Platinum Card
05/27/2019,Credit Card Payment,1.75,debit,Gas & Fuel,Platinum Card
10/10/2018,Brunch Restaurant,170.6,debit,Restaurants,Checking
07/08/2018,Power Company,1.75,debit,Groceries,Platinum Card
05/01/2018,Spotify,1.75,debit,Groceries,Platinum Card
01/01/2018,Biweekly Paycheck,626.54,credit,Paycheck,Checking
06/12/2018,Gas Station,192.34,debit,Credit Card Payment,Silver Card
01/12/2018,Mike's Construction Co.,1.75,debit,Groceries,Platinum Card
01/03/2019,Chili's,164.41,debit,Utilities,Platinum Card
06/12/2018,Amazon,1.75,debit,Groceries,Platinum Card
09/02/2018,State Farm,63.91,debit,Shopping,Platinum Card
12/09/2018,Barbershop,1.75,debit,Restaurants,Silver Card
06/12/2018,Grocery Store,1.75,debit,Restaurants,Checking
01/18/2019,Biweekly Paycheck,184.31,debit,Paycheck,Silver Card
02/16/2019,Starbucks,185.69,debit,Mobile Phone,Checking
04/02/2018,Grocery Store,143.03,debit,Food & Dining,Platinum Card
08/06/2018,Vietnamese Restaurant,1.75,debit,Television,Platinum Card
04/04/2019,Internet Service Provider,1.75,debit,Mobile Phone,Platinum Card
07/09/2018,Netflix,130.79,debit,Alcohol & Bars,Platinum Card
10/23/2018,Amazon,73.57,debit,Restaurants,Platinum Card
04/14/2018,Starbucks,200.69,debit,Haircut,Checking
05/04/2018,BP,166.35,credit,Restaurants,Platinum Card
01/23/2018,Amazon,199.43,debit,Mobile Phone,Platinum Card
01/11/2018,Gas Company,51.84,debit,Restaurants,Checking
01/11/2018,Grocery Store,1.75,debit,Gas & Fuel,Platinum Card
03/07/2018,Grocery Store,1.75,debit,Movies & DVDs,Platinum Card
06/14/2019,Starbucks,176.89,debit,Paycheck,Checking
07/15/2018,Amazon,174.32,debit,Shopping,Platinum Card
01/18/2019,Seafood Restaurant,1.75,debit,Gas & Fuel,Checking
04/16/2018,Biweekly Paycheck,555.39,debit,Credit Card Payment,Checking
05/09/2019,Bakery Place,183.64,debit,Restaurants,Silver Card
02/15/2018,Pizza Place,198.86,debit,Haircut,Platinum Card
05/03/2019,Grocery Store,185.67,debit,Home Improvement,Platinum Card
